Ticker,Latest_price,sector,industry,marketCap,trailing_PE_ratio,pegRatio,enterpriseValue,ebitda,ebitdaMargins,profitMargins,revenueGrowth,freeCashflow,operatingCashflow,returnOnAssets,returnOnEquity,enterpriseToRevenue,enterpriseToEbitda,priceToBook,beta,forwardEps,currentRatio,quickRatio,debtToEquity,sharesOutstanding,earningsGrowth,fiveYearAvgDividendYield
BHVN,139.61,Healthcare,Biotechnology,9144636416,,,8475415040,-684806016,-2.22621,-2.81245,6.685,-408460864,-849945984,-0.46167,,27.552,-12.376,,0.992467,-5.88,2.043,1.673,,65501300,,
AVLR,93.4,Technology,Software—Application,8117945344,,-11.72,8318409728,-70027000,-0.10018,-0.17917,0.348,118435000,34118000,-0.03097,-0.11889,11.901,-118.789,7.8335986,0.791698,-0.23,3.128,2.868,99.208,86915904,,
OGN,36.09,Healthcare,Drug Manufacturers—General,9150619648,6.0401673,-0.89,16569896960,2174000128,0.27596,0.19256,-0.008,,2840999936,,,2.103,7.622,,,5.82,1.384,0.805,,253550000,-0.411,
RH,400.2,Consumer Cyclical,Specialty Retail,8591773696,18.562153,0.87,10071443456,1010990016,0.27558002,0.1831,0.192,470706112,687188992,0.14141,1.02967,2.745,9.962,8.52378,2.283831,26.28,2.749,2.076,350.187,21468700,2.585,
THC,80.51,Healthcare,Medical Care Facilities,8624714752,8.14137,-1.86,23442702336,3424999936,0.17524,0.055209998,0.074,929249984,1656999936,0.060890004,0.56404,1.199,6.845,11.93979,2.548571,6.45,1.284,1.028,383.763,107126000,,
JAZZ,137.89,Healthcare,Biotechnology,8476043264,,0.47,13708160000,1129683968,0.39458,-0.056199998,0.395,-137963376,787022976,0.04463,-0.04399,4.788,12.135,2.1489909,0.93974,17.46,3.576,1.593,162.779,61469600,,
HNP,20.95,Utilities,Utilities—Independent Power Producers,8221869568,,,267956895744,29710796800,0.15427,-0.01963,0.168,-14160779264,37576601600,0.01227,-0.03277,1.391,9.019,0.070405975,0.583287,1.9,0.476,0.373,182.196,392452000,,4.93
CBSH,71.19,Financial Services,Banks—Regional,8683756544,16.091774,-1.82,5544115712,,0,0.35569,-0.025,,,0.0155299995,0.15787,3.715,,2.5033407,0.884634,3.37,,,,121980000,-0.102,1.53
JBL,59.56,Technology,Electronic Components,8586527232,12.184943,0.88,12437889024,2027000064,0.06752,0.024549998,0.094,562787008,1322000000,0.04303,0.35134998,0.414,6.136,3.890522,1.335064,7.16,0.987,0.525,153.738,144166000,0.244,0.98
BJ,65.84,Consumer Defensive,Discount Stores,8951934976,21.953983,3.86,11184043008,783673024,0.048210002,0.02553,0.143,458894240,799748992,0.06755,1.05736,0.688,14.271,15.781399,0.479055,3.35,0.76,0.135,524.153,135964992,0.045,
EQT,22.32,Energy,Oil & Gas E&P,8435955712,,4.31,14647910400,-1776519040,-0.37173,-0.60543996,2.003,1805596928,897625984,-0.1046,-0.33830002,3.065,-8.245,1.0221652,1.101818,2.22,0.462,0.16,74.937,377955008,,
RL,126.58,Consumer Cyclical,Apparel Manufacturing,9318439936,23.410395,0.22,9566927872,947100032,0.16912001,0.07209,0.26,737425024,857800000,0.05584,0.14932999,1.708,10.101,3.2586756,1.525714,8.13,2.049,1.595,121.8,48735800,,
ALV,99.3,Consumer Cyclical,Auto Parts,8686585856,17.126596,0.46,9821375488,1076999936,0.13086,0.052849997,-0.158,339375008,754000000,0.0544,0.17235,1.193,9.119,3.3958006,1.717056,7.29,1.303,0.946,80.816,87478200,-0.393,
TPL,1005.68,Energy,Oil & Gas E&P,7790359040,33.084843,1.72,8261831680,313816000,0.83059996,0.62391996,0.664,156784992,219690000,0.28785,0.42084,21.867,26.327,12.964806,2.268025,50,15.741,15.657,0.382,7746360,0.813,0.55
AU,22,Basic Materials,Gold,9181589504,10.357815,0.62,9296975872,1815000064,0.4098,0.20185,-0.068,740875008,1516999936,0.109239995,0.27438,2.099,5.122,2.406739,-0.003982,2.1,2.363,1.545,54.505,417344992,-0.367,
ESTC,80.99,Technology,Software—Application,7500800000,,-83.54,9754711040,-119483000,-0.16283001,-0.22184,0.422,178766496,21504000,-0.07074,-0.36481,13.293,-81.641,16.668037,1.12653,-0.43,2.31,2.158,131.668,92613904,,
ONON,25.03,Consumer Cyclical,Apparel Retail,7747836928,455.0909,,11637882880,52803000,0.08027001,0.02157,0.676,,-11909000,,,17.692,220.402,9.339552,,0.27,5.309,4.329,17.938,274998016,0.558,
ARW,123.74,Technology,Electronics & Computer Distribution,8615917568,9.516265,0.33,11229504512,1568078976,0.046230003,0.02869,0.177,223794496,591096000,0.05211,0.19373,0.331,7.161,1.6739492,1.476877,16.19,1.445,1.005,45.702,69629200,0.878,
AGL,19.58,Healthcare,Medical Care Facilities,7707765248,,-0.14,5529353728,-367528992,-0.21726,-0.22107,0.467,49725876,-112601000,-0.21652001,-0.89615995,3.269,-15.045,6.7986107,,-0.24,3.436,3.368,5.045,393655008,,
WSC,37.07,Industrials,Rental & Leasing Services,8272318464,94.086296,1.11,12048231424,434329984,0.23934999,0.04948,0.175,310899136,521772000,0.03911,0.04433,6.64,27.74,4.23754,1.676062,1.26,0.881,0.756,146.118,223154000,,
MAT,24.83,Consumer Cyclical,Leisure,8698967040,10.87604,1.88,10694350848,872019008,0.16503,0.15316,0.077,256891504,474636000,0.072069995,0.94198996,2.024,12.264,6.6230993,1.591168,1.38,1.61,0.94,232.536,350340992,1.517,
CHDN,217.52,Consumer Cyclical,Gambling,8319944192,39.02404,0.18,9529582592,380600000,0.25195,0.14756,0.163,37187500,271600000,0.05726,0.62504,6.308,25.038,24.244316,1.204873,9.09,1.498,1.194,591.44,38249100,0.454,0.49
PEN,211.15,Healthcare,Medical Devices,7888310272,234.61111,14.61,10237635584,53224000,0.07491,0.04724,0.258,-20423624,16689000,0.028110001,0.04583,14.41,192.35,11.206347,0.311688,1.42,5.756,3.335,25.431,37358800,,
G,43.39,Technology,Information Technology Services,8159923200,22.610735,2.19,11164936192,695296000,0.17826,0.0952,0.086,470358016,606572032,0.06787,0.19910999,2.862,16.058,4.1781416,1.398961,2.37,1.581,1.439,103.344,188060000,0.233,
USFD,38.43,Consumer Defensive,Food Distribution,8561858560,218.35228,0.1,14091216896,794000000,0.028369999,0.0030399999,0.349,231124992,400000000,0.01939,0.020750001,0.504,17.747,2.3491657,1.655395,2.5,1.485,0.885,133.381,222791008,,
SYNA,218.53,Technology,Semiconductors,8581979136,71.11292,1.65,10974064640,318300000,0.23,0.08859,0.135,397437504,371000000,0.06564,0.13325,7.93,34.477,8.559399,1.162597,12.29,2.469,2.037,43.08,39271400,,
BERY,62.41,Consumer Cyclical,Packaging & Containers,8462795776,11.775472,0.74,19355039744,2215000064,0.15993,0.05292,0.22,981625024,1580000000,0.04919,0.27807,1.397,8.738,2.6612937,1.314242,7.7,1.599,0.932,329.969,135600000,0.137,
WMS,116.57,Industrials,Building Products & Equipment,8304644608,45.11223,0.77,8907334656,459663008,0.19936001,0.09753,0.298,123487624,260926000,0.08652,0.23888999,3.863,19.378,11.760492,1.293968,4.97,1.976,0.907,102.407,71241696,-0.054,0.88
UAA,16.54,Consumer Cyclical,Apparel Manufacturing,7237838336,17.502647,1.02,9483127808,691838016,0.124469995,0.07824,0.079,573719360,672438976,0.0701,0.25223,1.706,13.707,3.9817047,1.249873,0.79,2.309,1.475,77.54,188646000,1.801,
ZIM,69.86,Industrials,Marine Shipping,8284557824,2.4936643,-0.04,7763577344,4455258112,0.51666,0.38272,2.097,2521195264,4380700160,0.51319003,2.14731,0.9,1.743,2.614521,,19.06,1.578,1.537,88.186,118588000,7.941,
EDR,30.79,Communication Services,Entertainment,8131947008,,0.56,14479308800,544684992,0.12016,-0.07985,0.609,586420096,243327008,-0.0037099998,-0.29795998,3.194,26.583,6.678959,,1.28,1.223,0.619,248.614,264110000,,
DECK,296.26,Consumer Cyclical,Footwear & Accessories,8131774464,19.0374,1.47,8800088064,628934016,0.21948,0.15326001,0.158,352527264,439504000,0.16476,0.32451,3.071,13.992,5.579495,0.743537,18.5,2.699,1.655,15.778,27448100,0.022,
STOR,30.49,Real Estate,REIT—Diversified,8315080704,33.03359,5.94,13390725120,655225984,0.87247,0.33029,0.139,493683264,547712000,0.027309999,0.0495,17.83,20.437,1.619999,1.26961,1.08,1.819,0.643,79.725,272715008,0.329,4.57
TX,37.15,Basic Materials,Steel,7292842496,2.0137684,2.35,10591304704,5119158784,0.35696998,0.25254,1.147,811857984,1897090944,0.20218,0.43019,0.739,2.069,0.75149184,1.556883,11.01,2.501,1.327,15.735,196308000,,
PENN,47.27,Consumer Cyclical,Resorts & Casinos,8012926976,20.038153,0.08,17305950208,1317699968,0.24584,0.07218,0.338,627075008,897000000,0.04006,0.13621001,3.229,13.133,2.4292102,2.503896,2.35,2.82,2.676,377.626,169514000,-0.442,
CHH,144.13,Consumer Cyclical,Lodging,8017851392,34.688328,1.03,8635202560,392628992,0.40144002,0.23796,0.534,284595744,285624992,0.12958999,2.44035,8.829,21.993,37.631855,1.446046,4.89,1.204,1.038,502.344,55629300,6.988,
CX,5.58,Basic Materials,Building Materials,8218781696,12.976744,0.29,18463686656,3298369024,0.22589001,0.04303,0.1,1296970112,1902563968,0.05351,0.069749996,1.264,5.598,0.8597843,0.967256,0.77,0.874,0.586,89.896,1472899968,,
MANH,126.07,Technology,Software—Application,7977936384,73.29651,4.84,9145958400,143672992,0.22476,0.17275,0.13,161191872,183096992,0.18172,0.51772,14.308,63.658,33.43145,1.987532,2.05,1.656,1.554,12.777,63281800,0.462,
SEIC,59.07,Financial Services,Asset Management,8237488128,16.1747,1.4,8020737536,572915008,0.30796,0.28337,0.142,334703872,576038976,0.15630999,0.29554,4.311,14,4.476696,1.093506,4.08,5.408,5.113,2.191,139452992,0.293,1.13
DNB,18.23,Technology,Information Technology Services,7860575232,,1.83,11969889280,595600000,0.29102,-0.02604,0.219,544924992,466100000,0.00678,-0.013049999,5.849,20.097,2.1937423,,1.13,0.706,0.579,100.433,431188992,,
UPST,130.05,Financial Services,Credit Services,10658560000,131.49646,0.42,8633784320,100032000,0.1577,0.12222,2.424,77622624,248011008,0.06261,0.18585,13.611,86.31,14.74657,,2.35,16.883,13.403,100.321,81957400,2.037,
SF,75.04,Financial Services,Capital Markets,7823895552,12.338047,0.73,6880900608,,0,0.16679001,0.227,,898027008,0.02668,0.17047001,1.526,,1.9053423,1.350074,6.55,0.823,0.817,46.439,104263000,0.366,
KSS,57.75,Consumer Cyclical,Department Stores,8036374528,9.003742,-1.14,11815981056,2713999872,0.14228,0.05148,0.156,1668000000,2201999872,0.074250005,0.20104,0.619,4.354,1.663067,2.137142,6.74,1.495,0.476,137.437,139158000,,4.85
NVCR,76,Healthcare,Medical Instruments & Supplies,8146363904,,-3.08,7494046208,225000,0.00041,-0.049429998,0.007,120565248,121833000,-0.00679,-0.07491,13.731,33306.87,19.095478,0.955324,-0.36,8.583,8.394,138.653,103819000,,
AIRC,51.05,Real Estate,REIT—Residential,8014083584,,,12887267328,421190016,0.58477,-0.069910005,0.077,-233253120,247844992,0.00999,-0.02734,17.892,30.597,5.2797604,,0.72,1.062,0.144,266.697,156984992,,3.85
UGI,38.04,Utilities,Utilities—Regulated Gas,7959185408,5.49711,2.05,15142113280,2369999872,0.28945,0.13031,0.384,-154250000,736000000,0.07387,0.21785,1.849,6.389,1.4990543,1.010939,3.39,1.329,0.782,132.823,209232000,,2.64
PFGC,53.31,Consumer Defensive,Food Distribution,8226533376,158.66072,0.49,11855194112,614300032,0.01836,0.0013799999,0.454,-949550016,228400000,0.01674,0.01792,0.354,19.299,2.6078663,1.676883,3.12,1.64,0.697,152.473,154315008,,
BAK,19.55,Basic Materials,Chemicals,7781544448,3.0923758,0.13,44299096064,27126507520,0.28212,0.14873,0.77,7525192704,14392802304,0.1665,6.08657,0.461,1.633,0.60964197,1.025663,4.25,1.332,0.823,469.148,398032992,,
ORI,26.31,Financial Services,Insurance—Diversified,8077406208,5.5576677,0.83,7840869376,1863374976,0.20603001,0.15777999,0.031,1199600000,1346700032,0.04859,0.23009,0.867,4.208,1.2535734,0.90909,2.57,0.539,0.197,25.092,307008992,-0.649,3.89
WH,87.72,Consumer Cyclical,Lodging,8173565952,43.794308,0.37,10341642240,482000000,0.41877,0.16334,0.478,259875008,337000000,0.05256,0.18024999,8.985,21.456,7.27846,1.691107,3.5,1.598,1.302,189.671,93177904,2.767,
NBIX,85.32,Healthcare,Drug Manufacturers—Specialty & Generic,8094027264,18.78054,-26.76,7910693376,225700000,0.21104999,0.41592997,0.145,253175008,346800000,0.07656,0.41371,7.397,35.05,6.009297,0.732987,3.17,4.452,4.116,33.626,94866704,,
CHK,65.78,Energy,Oil & Gas E&P,7703232512,,1.35,8605527040,317000000,0.049099997,0.69361997,0.604,3783500032,1234000000,-0.78668,,1.333,27.147,2.1281137,,10.26,0.691,0.663,41.804,117106000,,
TTEK,149.05,Industrials,Engineering & Construction,8031633920,34.988262,8.61,9584293888,300632992,0.117790006,0.09122,0.202,246342000,304372000,0.06983,0.20499,3.755,31.88,6.518982,0.84,4.55,1.256,1.124,37.563,53885500,0.854,0.7
OLN,49.59,Basic Materials,Specialty Chemicals,7903504896,8.382353,2.86,12069907456,2026200064,0.24909,0.11766,0.628,877212480,1364800000,0.107159995,0.49629003,1.484,5.957,3.309751,1.383376,8.77,1.453,0.851,143.113,159376992,,3.42
CIB,34.15,Financial Services,Banks—Regional,8211606528,,1.39,7559960064,,0,0.19738,0.745,,,0.00922,0.08056,,,,1.028318,3.75,,,,240456992,2.371,3
MKSI,150.44,Technology,Scientific & Technical Instruments,8343237120,16.178083,0.81,10133957632,798099968,0.28044,0.18159,0.258,382887488,592400000,0.107580006,0.20858,3.561,12.698,3.0599625,1.417142,12.11,4.564,3.035,37.986,55458900,0.434,0.76
HUN,41.2,Basic Materials,Chemicals,8982877184,11.608904,0.91,9554369536,1035000000,0.13245,0.10123,0.513,-117625000,327000000,0.057150003,0.23653,1.223,9.231,2.3661842,1.277402,3.8,1.917,1.074,51.087,218031008,3.293,2.53
GDS,42.59,Technology,Information Technology Services,8629798912,,-455.39,30044674048,2901924096,0.39955002,-0.16631001,0.352,-6752163840,1107859968,0.00662,-0.056199998,4.137,10.353,0.32097614,0.966683,-1.03,1.42,1.362,120.96,186898000,,
CEA,20.93,Industrials,Airlines,14356514816,,,193599012864,-4029750016,-0.05854,-0.15822,0.036,-21500000,13941000192,-0.02974,-0.21032,2.812,-48.042,0.15271798,0.842477,0.04,0.311,0.179,395.058,377488992,,
PEGA,82.38,Technology,Software—Application,6728410624,,68.39,9272590336,-38773000,-0.03247,-0.01825,0.134,129249752,20373000,-0.02813,-0.044060003,7.766,-239.151,14.6375265,1.138701,0.87,2.07,1.864,149.582,81675296,,0.17
EGP,187.24,Real Estate,REIT—Industrial,7617728512,61.08972,9.63,10402072576,249612000,0.6323,0.31119,0.137,217770128,257844000,0.03171,0.09227,26.35,41.673,5.3547635,0.793766,3.28,0.537,0.464,97.077,40684300,0.226,2.5
VRT,20.47,Industrials,Electrical Equipment & Parts,7690045952,52.75773,1.06,10002588672,613299968,0.12534,0.02822,0.058,223800000,368900000,0.05031,0.23864001,2.044,16.309,9.18349,,1.33,1.738,1.293,294.285,375673984,,
FLEX,17.06,Technology,Electronic Components,8028828160,8.64673,0.63,10647538688,1517799936,0.05939,0.03874,0.041,550174976,1023000000,0.04261,0.29869,0.417,7.015,2.289011,1.524675,1.69,1.402,0.731,122.908,470623008,2.136,
VNO,44.49,Real Estate,REIT—Office,8527887872,,4.36,18109908992,727340032,0.44002998,-0.02807,0.116,547555136,710982976,0.01234,-0.00437,10.956,24.899,1.6682917,1.282597,0.71,7.062,6.403,120.206,191680992,-0.293,4.44
BFAM,131.28,Consumer Cyclical,Personal Services,7925268480,145.54323,1.35,9135666176,169168992,0.10132,0.03313,0.362,151604992,224966000,0.00979,0.044499997,5.471,54.003,6.264853,0.965194,3.48,1.151,1.024,144.214,60369200,,
GWRE,87.81,Technology,Software—Application,7315283456,,6.61,9025030144,-109807000,-0.14851,-0.13199,-0.023,27526000,20252000,-0.03892,-0.0618,12.206,-82.19,4.8818593,1.288311,-0.09,5.293,4.998,31.431,83308096,,
KRC,70.81,Real Estate,REIT—Office,8246673920,12.563874,0.15,12089307136,540305024,0.5852,0.71391,0.018,420083744,499169984,0.01731,0.12561,13.094,22.375,1.5146847,0.811948,1.58,1.612,1.494,71.144,116462000,-0.048,2.64
IPGP,136.81,Technology,Semiconductor Equipment & Materials,7293190656,28.098171,1.09,7827801088,441027008,0.30776,0.1833,0.191,229450000,390473984,0.07273,0.100659996,5.462,17.749,2.6621912,1.343376,5.85,7.94,6.144,1.486,53308900,1.121,
CAE,25.44,Industrials,Aerospace & Defense,8059392000,73.314125,6.52,10421835776,539600000,0.16379999,0.03916,0.156,146824992,311200000,0.02563,0.04177,3.164,19.314,2.0432093,2.091257,1.03,1.266,0.905,70.221,316800000,,
CSAN,16.8,Energy,Oil & Gas Refining & Marketing,7847934976,7.540395,,47431933952,5171423232,0.23413,0.24746001,0.855,-796949504,4608985088,0.03657,0.31053,2.147,9.172,0.5539435,1.033139,0.3,2.921,2.652,179.221,467046016,7.894,
SMAR,55.43,Technology,Software—Application,7025863168,,,7481995776,-121493000,-0.24138,-0.29131,0.462,116943752,11844000,-0.09677,-0.28188,14.865,-61.584,13.696566,1.530254,-0.26,1.604,1.528,15.59,126752000,,
COTY,9.17,Consumer Defensive,Household & Personal Products,7505425408,,-6.86,13322434560,757100032,0.15522,-0.04033,0.22,4505175040,561800000,0.00708,0.0086900005,2.731,17.597,2.3098238,2.533565,0.39,0.769,0.394,128.031,818476032,-0.505,
BYD,68.41,Consumer Cyclical,Resorts & Casinos,7685590016,17.86162,0.3,10848633856,1070987008,0.34262002,0.13991,0.293,483758752,942734976,0.07615,0.34277,3.471,10.13,5.096856,2.05778,4.89,1.262,1.104,282.828,112346000,2.667,
WU,19.73,Financial Services,Credit Services,7931598336,10.020315,1.09,9258182656,1249600000,0.24706,0.16096,0.022,-718625024,977900032,0.07297,3.73697,1.83,7.409,21.610077,0.947012,2.24,0.538,0.186,773.901,402007008,0.036,3.83
SMG,137.49,Basic Materials,Agricultural Inputs,7562527744,15.341442,1.85,10802544640,839500032,0.17046,0.10406,-0.171,113862496,271500000,0.114630006,0.60284,2.193,12.868,7.544033,1.130765,9.6,1.775,0.638,256.933,55004200,,2.04
PNW,68.92,Utilities,Utilities—Regulated Electric,7775485440,13.666468,130.3,15600794624,1587264000,0.42373002,0.15263,0.043,-526335264,854859008,0.02678,0.09701,4.165,9.829,1.282018,0.25974,3.93,1.036,0.377,123.61,112819000,-0.023,3.57
SITE,165.81,Industrials,Industrial Distribution,7411806208,34.096237,4.59,11117027328,377300000,0.112770006,0.06647,0.245,102725000,208100000,0.0936,0.24712,3.323,29.465,7.2425094,1.192727,5.04,2.324,1.069,62.697,44700600,0.611,
DLB,75.3,Technology,Information Technology Services,7607559168,25.353537,1.59,8130022912,436619008,0.34077,0.24213,0.051,351796000,447752992,0.07072,0.12605,6.345,18.62,2.929505,0.992397,4.32,5.576,5.319,2.769,64943000,0.652,1.06
LSCC,60.7,Technology,Semiconductors,8312258048,103.05603,4.95,10171622400,112333000,0.23368,0.17345,0.28,98260496,138792000,0.07985,0.21663,21.16,90.549,21.149826,0.945454,1.21,3.403,2.576,47.86,136940000,1.111,
TPX,37.41,Consumer Cyclical,"Furnishings, Fixtures & Appliances",7201799168,13.144765,0.43,9911719936,936099968,0.20226,0.12821001,0.2,549737472,752300032,0.13065,1.4395599,2.142,10.588,19.898935,1.820984,3.79,1.279,0.874,768.329,192510000,0.522,
FAF,68.09,Financial Services,Insurance—Specialty,7474034688,6.0299325,1.41,9115795456,1897256960,0.21082,0.14017001,0.336,3773793792,1279596032,0.07419,0.24540001,1.013,4.805,1.3359886,1.225974,6.52,0.359,0.359,44.703,109767000,1.471,3.01
PSTG,25.88,Technology,Computer Hardware,7503828480,,0.67,8439364096,-89533000,-0.04533,-0.10658,0.37,244403248,340919008,-0.038429998,-0.28845,4.273,-94.26,10.364437,1.343639,0.74,2.471,2.202,125.956,289947008,,
WEX,163.26,Technology,Software—Infrastructure,7317068288,,0.65,9383161856,454561984,0.26042,-0.12736,0.263,-161710752,72208000,0.018070001,-0.06538,5.376,20.642,3.9673395,1.84,10.67,1.231,1.034,148.249,44818500,,
PLNT,92.65,Consumer Cyclical,Leisure,7721877504,169.37843,13.44,9324347392,209495008,0.43475,0.094890006,0.512,145910880,182743008,0.04941,,19.35,44.509,,1.196363,1.65,3.927,3.435,,83344600,,
PAA,10.13,Energy,Oil & Gas Midstream,7203665920,,-0.48,18936664064,1824999936,0.05207,0.00328,0.847,1032000000,1619000064,0.02875,0.013250001,0.54,10.376,1.0500673,2.101875,1.31,0.903,0.733,102.71,711121984,,8.6
OSK,111.16,Industrials,Farm & Heavy Construction Machinery,7501855232,16.275257,1.34,7753917952,642400000,0.08303001,0.061090004,0.156,808524992,1221600000,0.05347,0.15502,1.002,12.07,2.327763,1.463376,6.91,2.053,1.437,32.065,67487000,-0.11,1.3
ESLT,173.92,Industrials,Aerospace & Defense,7696742400,23.032711,1.75,9120650240,518776000,0.1005,0.0647,0.202,-7022625,329113984,0.027449999,0.14072,1.767,17.581,3.0982454,0.396902,8.7,1.263,0.842,62.357,44254500,4.471,1.29
FR,57.19,Real Estate,REIT—Industrial,7451284992,30.813578,4.38,9931009024,310688000,0.66889,0.51736,0.043,225691248,246728000,0.02789,0.12401,21.381,31.965,3.6832612,0.904415,1.15,1.715,0.843,78.893,130290000,0.168,2.46
XPO,71.48,Industrials,Integrated Freight & Logistics,8199542784,27.407976,0.27,12446149632,1179000064,0.09207,0.02624,-0.28,432500000,721000000,0.03532,0.16203,0.972,10.557,8.090549,2.039283,4.69,1.055,0.932,394.903,114711000,0.112,
CACC,537.95,Financial Services,Credit Services,7821578240,10.009304,0.55,12518222848,,0,0.56887,0.071,,1140499968,0.124069996,0.42558998,7.851,,4.155498,1.170299,43.04,28.031,26.326,235.802,14539600,0.164,
PHI,34.47,Communication Services,Telecom Services,7445520384,16.390871,,267965087744,90122002432,0.47027,0.122329995,0.038,6531125248,89576996864,0.0448,0.18881,1.398,2.973,0.06622301,0.042035,1.89,0.342,0.203,214.023,216000000,-0.2,5.65
